i went here again and my order and had n't even eat here . <eos> <eos> . <eos> <eos> and we had n't return back . <eos> <eos> . <eos> <eos> and we had n't return back . <eos> <eos> . <eos> <eos> and we had n't return back .
but was ok , but no flavor ! <eos> <eos> . <eos> <eos> , and was not impressed . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos>
i was not , and nothing , . <eos> . <eos> <eos> , and i 'm not to . <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos>
if i could give this is a horrible . <eos> <eos> . <eos> <eos> is the worst of the service is . <eos> <eos> . <eos> <eos> is the way i 'm . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos>
i would n't recommend this company . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos>
i do n't like their staff is . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos>
the staff is very rude and rude . <eos> <eos> . <eos> <eos> the staff is very rude . <eos> . <eos> <eos> . <eos> <eos> the staff is very rude . <eos> . <eos> <eos> . <eos> <eos> the staff is very rude . <eos> . <eos> <eos> .
the manager are so rude and . <eos> <eos> . <eos> <eos> and the staff are so . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> . <eos> <eos> . <eos>
it 's just just always better . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> .
the food was very bland and bland . <eos> <eos> . <eos> <eos> the food was very bland . <eos> <eos> . <eos> <eos> . <eos> <eos> the food was very bland . <eos> <eos> . <eos> <eos> . <eos> the food was very bland . <eos> <eos> . <eos>
this one of the worst time i 've . <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos>
the worst customer service are so . <eos> <eos> . <eos> <eos> the way they are . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos>
it 's just and gross . <eos> <eos> . <eos> <eos> and it was not worth . <eos> <eos> . <eos> <eos> . <eos> <eos> and it was just . <eos> . <eos> <eos> . <eos> <eos> . <eos> and it was . <eos> . <eos> <eos> . <eos> <eos>
the service is so bad . <eos> <eos> . <eos> <eos> the service is the way . <eos> <eos> . <eos> <eos> . <eos> <eos> the service is the rude . <eos> <eos> . <eos> <eos> . <eos> <eos> the service . <eos> . <eos> <eos> . <eos> <eos> .
do n't waste your time . <eos> <eos> . <eos> <eos> for a place . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos>
i am like i am like . <eos> . <eos> <eos> , i 'm still too much . <eos> . <eos> <eos> . <eos> <eos> i , i do . <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos>
i am a waste of time . <eos> . <eos> <eos> . <eos> i went to my order . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> . <eos> <eos>
the food is just rude . <eos> <eos> . <eos> <eos> . <eos> <eos> the staff . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos>
my husband was really disappointed . <eos> <eos> . <eos> <eos> i was my order . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos>
i will never be back ! <eos> . <eos> <eos> we will be back . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos>
horrible customer service and _num_ . <eos> <eos> and the staff were rude and cheese . <eos> . <eos> <eos> . <eos> <eos> and the staff were rude . <eos> . <eos> <eos> . <eos> <eos> and the staff were rude . <eos> . <eos> <eos> . <eos> <eos> and
very rude and not . <eos> . <eos> <eos> and the staff were not clean . <eos> . <eos> <eos> . <eos> <eos> and the staff were not clean . <eos> . <eos> <eos> . <eos> <eos> and very rude . <eos> . <eos> . <eos> <eos> . <eos> <eos>
not good and the service . <eos> . <eos> <eos> and the food did not be good . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> . <eos> . <eos> <eos> . <eos> .
it 's the worst place . <eos> <eos> . <eos> <eos> it to the food . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> .
i did n't eat the service . <eos> <eos> . <eos> and the service did n't . <eos> . <eos> <eos> . <eos> <eos> the service . <eos> . <eos> . <eos> . <eos> <eos> the service . <eos> . <eos> . <eos> . <eos> <eos> . <eos> the service
worst customer service in this . <eos> . <eos> <eos> of the worst service in phoenix . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos>
the service is terrible . <eos> <eos> . <eos> the food and the service was the worst . <eos> <eos> . <eos> <eos> the food and the service was . <eos> . <eos> <eos> . <eos> the food and the service is the worst . <eos> <eos> . <eos> <eos>
the food was very slow . <eos> <eos> . <eos> the food was very very rude . <eos> <eos> . <eos> <eos> . <eos> the food was very rude . <eos> <eos> . <eos> <eos> . <eos> the food was very rude . <eos> <eos> . <eos> <eos> . <eos>
i 'm not recommend this . <eos> . <eos> <eos> i have to the food . <eos> . <eos> <eos> . <eos> <eos> i 'm not the place . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> i 'm . <eos> . <eos> . <eos> <eos> . <eos>
i do n't like this place and food . <eos> <eos> and the food was terrible . <eos> <eos> . <eos> <eos> and the food i have had horrible . <eos> <eos> . <eos> <eos> and the food was n't bad . <eos> <eos> . <eos> <eos> and the food
very disappointed with it . <eos> . <eos> <eos> and the waitress did not care . <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> . <eos> . <eos> . <eos> . <eos> . <eos> . <eos> . <eos> . <eos> . <eos> . <eos> . <eos> .
the worst experience and tasted . <eos> <eos> . <eos> <eos> the same of the room . <eos> . <eos> <eos> . <eos> <eos> . <eos> the bar . <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> the bar . <eos> . <eos> . <eos> <eos> .
worst customer service in ! <eos> ! <eos> <eos> in the food is in any years . <eos> <eos> . <eos> <eos> <eos> in the food . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> in the food . <eos> . <eos> <eos> . <eos> <eos> . <eos>
the chicken was extremely rude ! <eos> <eos> the food was $ _num_ ) . <eos> <eos> . <eos> <eos> <eos> the food was the chicken was cold . <eos> <eos> . <eos> <eos> the food was the chicken was cold . <eos> <eos> . <eos> <eos> the food was
this place has be good . <eos> <eos> . <eos> <eos> this place it . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> the place . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> this place . <eos> <eos> . <eos> <eos> . <eos> <eos> the
the chicken was cold . <eos> <eos> . <eos> <eos> the chicken was the meat . <eos> . <eos> <eos> . <eos> <eos> . <eos> the chicken was . <eos> . <eos> <eos> . <eos> <eos> . <eos> the food was . <eos> . <eos> <eos> . <eos> <eos> .
it is mediocre . <eos> <eos> . <eos> <eos> the food is n't worth it . <eos> <eos> . <eos> <eos> . <eos> <eos> the food is very rude . <eos> <eos> . <eos> <eos> . <eos> <eos> the food is very rude . <eos> <eos> . <eos> <eos> .
i would give _num_ stars . <eos> <eos> . <eos> <eos> for my money . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos>
i have been in the worst ! <eos> in the _num_ . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> the worst in the life . <eos> . <eos> <eos> . <eos> <eos> the worst in the worst . <eos> . <eos> <eos> . <eos> <eos> the worst
i 'm not impressed . <eos> <eos> and the service is not worth about . <eos> . <eos> <eos> . <eos> <eos> and i do n't know the place . <eos> . <eos> <eos> . <eos> and i do n't know the place . <eos> . <eos> <eos> . <eos>
i would give it . <eos> <eos> . <eos> i would n't recommend it . <eos> . <eos> <eos> . <eos> <eos> i get it to my order . <eos> <eos> . <eos> <eos> . <eos> <eos> i get it . <eos> . <eos> <eos> . <eos> <eos> i get
i 'm disappointed . <eos> <eos> . <eos> the food and i have the food . <eos> . <eos> <eos> . <eos> i did n't the food . <eos> . <eos> <eos> . <eos> <eos> i have the food and the food . <eos> . <eos> <eos> and i have
i 'm disappointed . <eos> <eos> . <eos> the staff i have to the food . <eos> . <eos> <eos> . <eos> i , i left the same . <eos> . <eos> <eos> . <eos> <eos> i did the same . <eos> . <eos> <eos> . <eos> <eos> i have
i 'm disappointed . <eos> <eos> . <eos> the staff i have to the food . <eos> . <eos> <eos> . <eos> <eos> i did n't the food . <eos> . <eos> <eos> . <eos> <eos> i did n't the same . <eos> . <eos> <eos> . <eos> <eos> i
it was absolutely gross . <eos> <eos> . <eos> <eos> and the food was completely cold . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos>
worst customer service ever ! <eos> <eos> ! <eos> <eos> in the bar . <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos> <eos> . <eos>
this place sucks . <eos> <eos> and the food and never have been here . <eos> <eos> . <eos> <eos> and the food and never go . <eos> <eos> . <eos> <eos> and the food and never go back . <eos> <eos> . <eos> <eos> and the food and never
the worst thing . <eos> <eos> the other of the room were not impressed . <eos> <eos> . <eos> <eos> the same of the room . <eos> . <eos> <eos> . <eos> <eos> the staff the same room . <eos> . <eos> <eos> . <eos> <eos> the staff the same
not good . <eos> <eos> of the food and it would be better . <eos> <eos> . <eos> <eos> . <eos> <eos> to the food . <eos> . <eos> <eos> . <eos> <eos> and the food was good . <eos> . <eos> <eos> . <eos> <eos> and the food was
horrible ! <eos> <eos> , _num_ minutes to get a little night . <eos> . <eos> <eos> . <eos> <eos> and the staff was nice . <eos> <eos> . <eos> <eos> and the staff was nice than _num_ . <eos> . <eos> <eos> . <eos> <eos> and the staff was
_num_ stars ! <eos> <eos> and the _num_ of _num_ minutes . <eos> <eos> . <eos> <eos> <eos> and the _num_ was _num_ minutes . <eos> <eos> . <eos> <eos> and the _num_ was _num_ minutes . <eos> <eos> . <eos> <eos> and the _num_ was _num_ minutes . <eos>
horrible service . <eos> <eos> , and the staff were not good . <eos> . <eos> <eos> . <eos> <eos> and the staff were not friendly . <eos> <eos> . <eos> <eos> . <eos> , and the staff were not . <eos> <eos> . <eos> <eos> and the staff were
no thanks . <eos> <eos> and the staff did n't care to get . <eos> . <eos> <eos> . <eos> <eos> and the staff were nice . <eos> . <eos> <eos> . <eos> <eos> and the staff did n't care . <eos> <eos> . <eos> <eos> and the staff did
no one . <eos> <eos> and my wife , and never use my money . <eos> . <eos> <eos> and my order and left . <eos> . <eos> <eos> . <eos> <eos> and my order . <eos> . <eos> . <eos> <eos> . <eos> <eos> and my order . <eos>
horrible food . <eos> <eos> and the food was n't like with food . <eos> <eos> . <eos> <eos> and the food was pretty bad . <eos> <eos> . <eos> <eos> . <eos> <eos> and the food was mediocre . <eos> <eos> . <eos> <eos> and the food was pretty
horrible ! <eos> <eos> , and the only _num_ % of _num_ . <eos> . <eos> <eos> . <eos> <eos> and the manager were _num_ . <eos> . <eos> <eos> . <eos> <eos> and the manager were _num_ . <eos> . <eos> <eos> . <eos> <eos> and the manager were
horrible ! <eos> <eos> , and the only _num_ % was horrible . <eos> <eos> . <eos> <eos> and the staff was rude . <eos> <eos> . <eos> <eos> and the manager was not impressed . <eos> <eos> . <eos> <eos> and the manager was rude and _num_ . <eos>
horrible ! <eos> <eos> , and the only _num_ % of _num_ . <eos> <eos> . <eos> <eos> and the manager was extremely rude . <eos> <eos> . <eos> <eos> and the manager was extremely rude . <eos> <eos> . <eos> <eos> and the manager was extremely rude . <eos>
